timestamp,value,is_anomaly
0,5.606831,0
1,-6.8539639,0
2,-18.404644,0
3,-25.37953,0
4,-30.825756,0
5,-34.644603,0
6,-36.456356,0
7,-37.909462,0
8,-39.029642,0
9,-40.089794,0
10,-36.503215,0
11,-36.256306,0
12,-36.00677,0
13,-37.285051,0
14,-37.583025,0
15,-37.080369,0
16,-36.02998,0
17,-38.06754,0
18,-38.991694,0
19,-37.376199,0
20,-39.602257,0
21,-43.819341,0
22,-44.394453,0
23,-41.343919,0
24,-43.790059,0
25,-47.187072,0
26,-43.244818,0
27,-42.755231,0
28,-50.11932,0
29,-48.335056,0
30,-49.057289,0
31,-50.063302,0
32,-48.24938,0
33,-48.645555,0
34,-46.960586,0
35,-44.258606,0
36,-35.061376,0
37,-33.428053,0
38,-26.336241,0
39,-17.083439,0
40,-16.634184,0
41,-12.134635,0
42,-13.892824,0
43,-13.659227,0
44,-23.316363,0
45,-33.481883,0
46,-43.415549,0
47,-53.357904,0
48,-55.870936,0
49,-58.924189,0
50,-60.739669,0
51,-61.095161,0
52,-65.162644,0
53,-63.534287,0
54,-62.263662,0
55,-54.639859,0
56,-42.174559,0
57,-13.652604,0
58,28.75457,0
59,37.297073,0
60,-21.103741,0
61,-118.27379,0
62,-166.96313,0
63,-126.37375,0
64,-82.872308,0
65,-60.154661,0
66,-50.629681,0
67,-48.844283,0
68,-53.029762,0
69,-51.856623,0
70,-48.12706,0
71,-44.675564,0
72,-42.122642,0
73,-42.104202,0
74,-41.149781,0
75,-32.758103,0
76,-35.529422,0
77,-41.114223,0
78,-34.051206,0
79,-32.082822,0
80,-31.074099,0
81,-22.462754,0
82,-18.418895,0
83,-9.842137,0
84,-6.089331,0
85,-4.1285477,0
86,8.4307678,0
87,20.111826,0
88,29.998299,0
89,37.552869,0
90,54.698261,0
91,55.185887,0
92,66.618243,0
93,72.572738,0
94,77.043607,0
95,74.02285,0
96,68.872442,0
97,56.938041,0
98,38.288705,0
99,19.820157,0
100,1.5635875,0
101,-12.065167,0
102,-26.707074,0
103,-35.893627,0
104,-41.774637,0
105,-44.476051,0
106,-49.662933,0
107,-50.984088,0
108,-48.974872,0
109,-45.262453,0
110,-47.640323,0
111,-43.384093,0
112,-39.260377,0
113,-37.300606,0
114,-42.627941,0
115,-38.981424,0
116,-34.038505,0
117,-40.421344,0
118,-36.532473,0
119,-36.301586,0
120,-40.683815,0
121,-33.450128,0
122,-40.756361,0
123,-33.980815,0
124,-34.489212,0
125,-37.534263,0
126,-38.504673,0
127,-37.80458,0
128,-36.97043,0
129,-33.965717,0
130,-35.022837,0
131,-34.639832,0
132,-31.991143,0
133,-40.733218,0
134,-34.061265,0
135,-30.49949,0
136,-20.891061,0
137,-16.088803,0
138,-14.382083,0
139,-5.2768838,0
140,1.4024725,0
141,-1.8142716,0
142,-1.3941584,0
143,-2.8004198,0
144,-19.273118,0
145,-26.83285,0
146,-31.434665,0
147,-38.314268,0
148,-36.795742,0
149,-40.900941,0
150,-43.092248,0
151,-43.51692,0
152,-41.372628,0
153,-41.694589,0
154,-39.327048,0
155,-31.935215,0
156,-0.51409308,0
157,38.475614,0
158,66.472827,0
159,9.7323005,0
160,-98.021005,0
161,-153.41842,0
162,-118.89681,0
163,-70.126306,0
164,-43.084771,0
165,-35.995699,0
166,-31.109955,0
167,-25.92206,0
168,-25.914527,0
169,-29.053818,0
170,-24.845327,0
171,-27.947603,0
172,-25.289345,0
173,-26.977342,0
174,-22.993868,0
175,-21.940621,0
176,-21.897428,0
177,-21.617923,0
178,-15.146358,0
179,-14.944721,0
180,-10.047167,0
181,-2.4604767,0
182,-2.3538371,0
183,3.0071032,0
184,14.03124,0
185,17.010716,0
186,22.774574,0
187,31.895593,0
188,47.51613,0
189,58.289698,0
190,66.818666,0
191,77.017556,0
192,80.472346,0
193,89.12441,0
194,85.74144,0
195,81.19066,0
196,71.177449,0
197,48.290187,0
198,26.340078,0
199,6.5858018,0
200,-7.7572516,0
201,-16.973962,0
202,-27.400697,0
203,-37.649441,0
204,-41.441202,0
205,-41.978242,0
206,-37.229629,0
207,-40.710406,0
208,-40.812603,0
209,-38.901427,0
210,-35.403917,0
211,-33.241061,0
212,-32.270558,0
213,-26.083048,0
214,-32.063924,0
215,-27.440327,0
216,-26.582526,0
217,-32.031348,0
218,-30.751316,0
219,-29.839783,0
220,-32.36824,0
221,-33.30769,0
222,-28.049122,0
223,-31.65321,0
224,-32.407674,0
225,-30.694445,0
226,-32.972041,0
227,-34.91668,0
228,-36.347903,0
229,-34.674006,0
230,-35.126338,0
231,-33.185635,0
232,-38.240449,0
233,-35.911478,0
234,-32.085056,0
235,-32.226862,0
236,-22.592023,0
237,-15.488233,0
238,-8.5997314,0
239,-3.6424773,0
240,-1.7117817,0
241,4.9684738,0
242,5.8154624,0
243,1.737676,0
244,-7.1770393,0
245,-20.260415,0
246,-19.782914,0
247,-37.863515,0
248,-38.82261,0
249,-37.74416,0
250,-39.647675,0
251,-38.149164,0
252,-39.852903,0
253,-42.800571,0
254,-35.004787,0
255,-29.958855,0
256,-9.5989255,0
257,34.519067,0
258,61.700721,0
259,50.299866,0
260,-32.389061,0
261,-114.00626,0
262,-128.85856,0
263,-80.348674,0
264,-42.726045,0
265,-27.52145,0
266,-22.921676,0
267,-25.865461,0
268,-23.344308,0
269,-21.207012,0
270,-20.428363,0
271,-17.519476,0
272,-19.171742,0
273,-17.449005,0
274,-18.096878,0
275,-15.90827,0
276,-16.311076,0
277,-12.272026,0
278,-7.553893,0
279,-8.0659128,0
280,-3.8537693,0
281,2.5839147,0
282,6.4008474,0
283,8.417936,0
284,14.838187,0
285,27.965669,0
286,36.598373,0
287,46.07617,0
288,50.739785,0
289,68.208232,0
290,80.722595,0
291,94.53714,0
292,88.437047,0
293,97.9765,0
294,100.80727,0
295,94.901633,0
296,80.345665,0
297,58.02243,0
298,41.037148,0
299,15.803362,0
300,-0.62323644,0
301,-15.920207,0
302,-26.555061,0
303,-31.410576,0
304,-36.025918,0
305,-40.302563,0
306,-37.956545,0
307,-34.147343,0
308,-37.749539,0
309,-33.593981,0
310,-29.864239,0
311,-30.84673,0
312,-31.401217,0
313,-33.873568,0
314,-34.902497,0
315,-34.866174,0
316,-30.42244,0
317,-31.056896,0
318,-34.382221,0
319,-30.001424,0
320,-27.527771,0
321,-35.298968,0
322,-30.5606,0
323,-33.908324,0
324,-31.472373,0
325,-33.326618,0
326,-31.35295,0
327,-26.912539,0
328,-32.345882,0
329,-28.432681,0
330,-28.937687,0
331,-32.083413,0
332,-32.800426,0
333,-31.279125,0
334,-32.510244,0
335,-30.914221,0
336,-14.827795,0
337,-7.2158648,0
338,-10.222592,0
339,1.4521598,0
340,6.6068968,0
341,11.837555,0
342,2.4610696,0
343,5.8553904,0
344,2.0917988,0
345,-15.675337,0
346,-22.701441,0
347,-28.372261,0
348,-28.702707,0
349,-31.61873,0
350,-35.518923,0
351,-38.19543,0
352,-35.214173,0
353,-36.23321,0
354,-35.742672,0
355,-31.797108,0
356,-14.978784,0
357,24.145654,0
358,64.881919,0
359,34.154973,0
360,-42.603268,0
361,-134.27531,0
362,-135.4763,0
363,-84.292668,0
364,-47.644699,0
365,-30.761269,0
366,-19.183236,0
367,-28.896666,0
368,-24.028775,0
369,-17.017326,0
370,-17.067305,0
371,-23.533436,0
372,-25.588657,0
373,-17.034467,0
374,-17.722208,0
375,-7.2318698,0
376,-14.237404,0
377,-13.628573,0
378,-10.885026,0
379,-8.4426372,0
380,-5.2103245,0
381,3.7941273,0
382,5.4234713,0
383,13.502283,0
384,15.097161,0
385,31.153248,0
386,41.307828,0
387,47.674557,0
388,58.325484,0
389,67.371194,0
390,80.913194,0
391,94.563607,0
392,100.91461,0
393,109.09502,0
394,112.83335,0
395,110.29225,0
396,94.019054,0
397,75.080252,0
398,51.172631,0
399,31.538385,0
400,12.130528,0
401,-1.4836747,0
402,-15.421245,0
403,-28.483537,0
404,-29.911999,0
405,-31.659226,0
406,-34.541556,0
407,-37.664865,0
408,-38.869689,0
409,-28.735622,0
410,-26.119207,0
411,-32.701983,0
412,-30.913153,0
413,-32.364144,0
414,-30.128078,0
415,-32.285347,0
416,-27.11431,0
417,-30.081833,0
418,-32.688186,0
419,-35.462079,0
420,-36.935859,0
421,-36.49728,0
422,-38.009421,0
423,-41.399301,0
424,-31.258195,0
425,-41.209546,0
426,-44.85512,0
427,-41.143744,0
428,-39.787056,0
429,-42.492786,0
430,-44.820887,0
431,-42.846984,0
432,-40.195285,0
433,-37.715803,0
434,-42.089518,0
435,-35.950928,0
436,-26.176028,0
437,-22.576442,0
438,-15.500182,0
439,-7.2491424,0
440,-3.7303091,0
441,0.53280934,0
442,2.37209,0
443,1.0290309,0
444,-9.0665999,0
445,-21.651698,0
446,-37.959885,0
447,-39.44536,0
448,-28.626516,0
449,-46.195277,0
450,-44.772157,0
451,-40.778258,0
452,-41.707925,0
453,-40.311975,0
454,-38.52191,0
455,-30.576337,0
456,-1.6476765,0
457,44.275769,0
458,75.29479,0
459,30.095045,0
460,-69.700323,0
461,-171.2112,0
462,-135.7829,0
463,-78.308712,0
464,-44.017068,0
465,-19.023452,0
466,-19.785588,0
467,-23.810868,0
468,-23.750798,0
469,-17.03209,0
470,-18.49111,0
471,-13.400757,0
472,-13.560789,0
473,-13.779543,0
474,-15.446721,0
475,-11.324584,0
476,-7.8658878,0
477,-15.251345,0
478,-9.4006945,0
479,-3.1090193,0
480,3.2382868,0
481,1.2740492,0
482,5.6162292,0
483,11.319219,0
484,13.131596,0
485,24.848477,0
486,31.256905,0
487,36.30882,0
488,52.294104,0
489,59.432698,0
490,70.071598,0
491,91.416883,0
492,103.0339,0
493,101.82141,0
494,102.29065,0
495,94.003999,0
496,77.524724,0
497,64.632314,0
498,41.523057,0
499,17.486207,0
500,5.0770369,0
501,-8.8948029,0
502,-12.583577,0
503,-15.32579,0
504,-20.879189,0
505,-23.771325,0
506,-29.531958,0
507,-26.131871,0
508,-25.639619,0
509,-29.220429,0
510,-25.983812,0
511,-24.112601,0
512,-25.162663,0
513,-29.213968,0
514,-22.367048,0
515,-22.211048,0
516,-25.700695,0
517,-26.219726,0
518,-21.514027,0
519,-20.013873,0
520,-29.563135,0
521,-35.089482,0
522,-28.530528,0
523,-19.353861,0
524,-18.467747,0
525,-23.960941,0
526,-23.846029,0
