timestamp,value,is_anomaly
0,122.98448,0
1,143.48474,0
2,134.52286,0
3,135.09675,0
4,131.71093,0
5,131.20662,0
6,134.10951,0
7,135.1599,0
8,136.70875,0
9,129.25128,0
10,135.97055,0
11,145.02197,0
12,151.48873,0
13,146.53878,0
14,139.14746,0
15,137.31345,0
16,133.62541,0
17,143.58717,0
18,173.96352,0
19,179.98698,0
20,185.82007,0
21,181.92682,0
22,169.60103,0
23,158.10408,0
24,145.83241,0
25,133.18607,0
26,126.9219,0
27,123.87314,0
28,127.11611,0
29,136.28127,0
30,149.05869,0
31,189.36388,0
32,211.89164,0
33,235.25669,0
34,245.55377,0
35,242.29036,0
36,243.49842,0
37,218.37338,0
38,221.90223,0
39,223.39039,0
40,221.49245,0
41,236.24905,0
42,263.31471,0
43,261.57159,0
44,232.98713,0
45,218.24772,0
46,197.70505,0
47,182.09893,0
48,167.57476,0
49,151.28001,0
50,141.42852,0
51,132.00162,0
52,137.2547,0
53,153.44426,0
54,151.43777,0
55,187.95343,0
56,220.92979,0
57,251.49825,0
58,253.75625,0
59,249.83017,0
60,240.00281,0
61,216.0837,0
62,214.18506,0
63,223.79117,0
64,226.63221,0
65,236.71673,0
66,265.74766,0
67,256.86953,0
68,234.90722,0
69,221.32845,0
70,200.46878,0
71,187.16938,0
72,170.94443,0
73,154.8829,0
74,148.68503,0
75,147.55322,0
76,144.04862,0
77,152.70572,0
78,158.27811,0
79,198.58672,0
80,225.92741,0
81,254.96456,0
82,261.91579,0
83,244.03847,0
84,240.9451,0
85,221.65156,0
86,222.83437,0
87,229.80661,0
88,235.1528,0
89,240.73716,0
90,263.25332,0
91,263.02017,0
92,247.82494,0
93,231.85582,0
94,203.35708,0
95,193.50926,0
96,177.51658,0
97,162.85114,0
98,149.46652,0
99,148.3978,0
100,153.63677,0
101,160.55399,0
102,168.89847,0
103,210.03616,0
104,235.49378,0
105,263.15348,0
106,266.80758,0
107,263.04252,0
108,255.91812,0
109,242.43321,0
110,241.75222,0
111,239.91093,0
112,248.73267,0
113,247.30434,0
114,278.81437,0
115,272.14657,0
116,256.5981,0
117,241.75222,0
118,215.74569,0
119,203.67848,0
120,204.01993,0
121,178.44787,0
122,166.23931,0
123,162.51946,0
124,163.67906,0
125,151.43922,0
126,162.41514,0
127,168.06713,0
128,184.20419,0
129,180.0363,0
130,187.61636,0
131,192.6727,0
132,191.64418,0
133,179.59156,0
134,172.03524,0
135,174.11541,0
136,171.70428,0
137,180.2309,0
138,209.74125,0
139,221.59635,0
140,214.28034,0
141,205.69407,0
142,183.4417,0
143,178.88436,0
144,162.9053,0
145,154.12899,0
146,131.47033,0
147,128.31963,0
148,127.46688,0
149,134.60927,0
150,146.17532,0
