timestamp,value,is_anomaly
0,-32.0,0
1,-30.0,0
2,-33.0,0
3,-34.0,0
4,-32.0,0
5,-29.0,0
6,-33.0,0
7,-34.0,0
8,-35.0,0
9,-32.0,0
10,-33.0,0
11,-35.0,0
12,-36.0,0
13,-32.0,0
14,-35.0,0
15,-36.0,0
16,-36.0,0
17,-32.0,0
18,-33.0,0
19,-36.0,0
20,-36.0,0
21,-34.0,0
22,-36.0,0
23,-39.0,0
24,-40.0,0
25,-38.0,0
26,-36.0,0
27,-38.0,0
28,-40.0,0
29,-39.0,0
30,-38.0,0
31,-40.0,0
32,-41.0,0
33,-38.0,0
34,-37.0,0
35,-38.0,0
36,-40.0,0
37,-39.0,0
38,-37.0,0
39,-37.0,0
40,-41.0,0
41,-40.0,0
42,-39.0,0
43,-40.0,0
44,-41.0,0
45,-41.0,0
46,-38.0,0
47,-38.0,0
48,-40.0,0
49,-42.0,0
50,-40.0,0
51,-39.0,0
52,-38.0,0
53,-39.0,0
54,-35.0,0
55,-34.0,0
56,-33.0,0
57,-34.0,0
58,-32.0,0
59,-28.0,0
60,-30.0,0
61,-30.0,0
62,-27.0,0
63,-23.0,0
64,-27.0,0
65,-34.0,0
66,-37.0,0
67,-33.0,0
68,-34.0,0
69,-36.0,0
70,-38.0,0
71,-37.0,0
72,-37.0,0
73,-41.0,0
74,-41.0,0
75,-40.0,0
76,-39.0,0
77,-41.0,0
78,-43.0,0
79,-40.0,0
80,-40.0,0
81,-40.0,0
82,-44.0,0
83,-43.0,0
84,-40.0,0
85,-42.0,0
86,-47.0,0
87,-53.0,0
88,-56.0,0
89,-64.0,0
90,-72.0,0
91,-61.0,0
92,-30.0,0
93,-3.0,0
94,17.0,0
95,47.0,0
96,79.0,0
97,101.0,0
98,85.0,0
99,1.0,0
100,-64.0,0
101,-75.0,0
102,-62.0,0
103,-61.0,0
104,-55.0,0
105,-50.0,0
106,-54.0,0
107,-55.0,0
108,-55.0,0
109,-52.0,0
110,-53.0,0
111,-54.0,0
112,-54.0,0
113,-54.0,0
114,-52.0,0
115,-53.0,0
116,-53.0,0
117,-50.0,0
118,-50.0,0
119,-52.0,0
120,-52.0,0
121,-49.0,0
122,-50.0,0
123,-52.0,0
124,-56.0,0
125,-50.0,0
126,-49.0,0
127,-51.0,0
128,-53.0,0
129,-51.0,0
130,-51.0,0
131,-50.0,0
132,-53.0,0
133,-50.0,0
134,-50.0,0
135,-53.0,0
136,-56.0,0
137,-53.0,0
138,-50.0,0
139,-52.0,0
140,-54.0,0
141,-56.0,0
142,-53.0,0
143,-54.0,0
144,-56.0,0
145,-59.0,0
146,-57.0,0
147,-58.0,0
148,-60.0,0
149,-61.0,0
150,-60.0,0
151,-62.0,0
152,-66.0,0
153,-69.0,0
154,-66.0,0
155,-67.0,0
156,-70.0,0
157,-74.0,0
158,-72.0,0
159,-72.0,0
160,-75.0,0
161,-77.0,0
162,-77.0,0
163,-72.0,0
164,-74.0,0
165,-78.0,0
166,-78.0,0
167,-74.0,0
168,-75.0,0
169,-76.0,0
170,-74.0,0
171,-70.0,0
172,-68.0,0
173,-67.0,0
174,-65.0,0
175,-58.0,0
176,-57.0,0
177,-56.0,0
178,-53.0,0
179,-51.0,0
180,-47.0,0
181,-47.0,0
182,-46.0,0
183,-44.0,0
184,-42.0,0
185,-43.0,0
186,-46.0,0
187,-44.0,0
188,-41.0,0
189,-43.0,0
190,-45.0,0
191,-46.0,0
192,-40.0,0
193,-40.0,0
194,-42.0,0
195,-44.0,0
196,-41.0,0
197,-42.0,0
198,-43.0,0
199,-42.0,0
200,-42.0,0
201,-40.0,0
202,-44.0,0
203,-45.0,0
204,-44.0,0
205,-42.0,0
206,-42.0,0
207,-47.0,0
208,-46.0,0
209,-44.0,0
210,-44.0,0
211,-47.0,0
212,-47.0,0
213,-46.0,0
214,-46.0,0
215,-48.0,0
216,-48.0,0
217,-44.0,0
218,-46.0,0
219,-49.0,0
220,-50.0,0
221,-47.0,0
222,-48.0,0
223,-48.0,0
224,-51.0,0
225,-47.0,0
226,-48.0,0
227,-51.0,0
228,-54.0,0
229,-52.0,0
230,-49.0,0
231,-52.0,0
232,-53.0,0
233,-50.0,0
234,-50.0,0
235,-49.0,0
236,-51.0,0
237,-50.0,0
238,-47.0,0
239,-48.0,0
240,-53.0,0
241,-53.0,0
242,-49.0,0
243,-48.0,0
244,-53.0,0
245,-52.0,0
246,-51.0,0
247,-49.0,0
248,-49.0,0
249,-48.0,0
250,-43.0,0
251,-41.0,0
252,-45.0,0
253,-47.0,0
254,-41.0,0
255,-38.0,0
256,-37.0,0
257,-39.0,0
258,-36.0,0
259,-35.0,0
260,-41.0,0
261,-45.0,0
262,-45.0,0
263,-43.0,0
264,-46.0,0
265,-49.0,0
266,-50.0,0
267,-51.0,0
268,-51.0,0
269,-50.0,0
270,-53.0,0
271,-50.0,0
272,-50.0,0
273,-52.0,0
274,-53.0,0
275,-51.0,0
276,-49.0,0
277,-52.0,0
278,-54.0,0
279,-54.0,0
280,-52.0,0
281,-49.0,0
282,-52.0,0
283,-50.0,0
284,-51.0,0
285,-55.0,0
286,-66.0,0
287,-69.0,0
288,-72.0,0
289,-73.0,0
290,-58.0,0
291,-30.0,0
292,-9.0,0
293,14.0,0
294,38.0,0
295,67.0,0
296,79.0,0
297,24.0,0
298,-62.0,0
299,-92.0,0
300,-73.0,0
301,-67.0,0
302,-64.0,0
303,-64.0,0
304,-61.0,0
305,-58.0,0
306,-59.0,0
307,-62.0,0
308,-62.0,0
309,-59.0,0
310,-60.0,0
311,-60.0,0
312,-60.0,0
313,-60.0,0
314,-60.0,0
315,-62.0,0
316,-60.0,0
317,-57.0,0
318,-57.0,0
319,-57.0,0
320,-61.0,0
321,-58.0,0
322,-56.0,0
323,-60.0,0
324,-59.0,0
