timestamp,value,is_anomaly
0,660.62081,0
1,658.22439,0
2,651.72257,0
3,626.51356,0
4,620.33139,0
5,613.72587,0
6,567.22496,0
7,575.53439,0
8,516.93401,0
9,485.77912,0
10,500.90913,0
11,507.61966,0
12,540.68695,0
13,549.34987,0
14,513.32111,0
15,467.56599,0
16,456.09848,0
17,429.43187,0
18,378.90378,0
19,384.13864,0
20,387.57978,0
21,371.97718,0
22,354.12683,0
23,332.53168,0
24,349.7225,0
25,373.60354,0
26,357.55641,0
27,335.70448,0
28,358.13787,0
29,355.56037,0
30,375.00986,0
31,353.91388,0
32,375.70035,0
33,369.0167,0
34,375.63189,0
35,369.61183,0
36,404.62947,0
37,420.16512,0
38,398.93503,0
39,442.73006,0
40,435.18968,0
41,442.1631,0
42,397.20049,0
43,393.70093,0
44,385.12456,0
45,414.34307,0
46,362.76757,0
47,312.16198,0
48,300.69903,0
49,299.45288,0
50,220.92624,0
51,187.85961,0
52,148.11041,0
53,104.18493,0
54,66.739998,0
55,12.930125,0
56,-25.534321,0
57,3.6547895,0
58,-39.91041,0
59,-69.403986,0
60,-111.80155,0
61,-157.07568,0
62,-189.69883,0
63,-261.1096,0
64,-269.91325,0
65,-263.90953,0
66,-262.56879,0
67,-277.33255,0
68,-282.94806,0
69,-263.6975,0
70,-284.99688,0
71,-319.40918,0
72,-360.15541,0
73,-385.427,0
74,-389.58287,0
75,-405.52206,0
76,-450.19627,0
77,-473.36193,0
78,-488.90361,0
79,-502.5432,0
80,-531.58267,0
81,-582.60553,0
82,-571.29786,0
83,-578.77773,0
84,-594.36101,0
85,-599.99914,0
86,-608.74765,0
87,-641.49569,0
88,-652.95747,0
89,-652.29185,0
90,-702.2155,0
91,-704.65324,0
92,-720.92749,0
93,-713.68904,0
94,-761.16919,0
95,-748.77695,0
96,-793.41311,0
97,-748.58114,0
98,-763.34714,0
99,-771.64129,0
100,-798.69422,0
101,-737.77369,0
102,-685.82606,0
103,-659.9245,0
104,-657.17691,0
105,-647.82813,0
106,-631.9695,0
107,-608.10367,0
108,-652.72904,0
109,-676.19208,0
110,-644.56549,0
111,-646.6462,0
112,-645.77233,0
113,-657.92162,0
114,-642.89898,0
115,-692.83222,0
116,-738.06369,0
117,-743.22919,0
118,-773.14031,0
119,-761.95018,0
120,-794.23148,0
121,-777.72384,0
122,-778.80227,0
123,-757.39653,0
124,-780.93259,0
125,-779.90188,0
126,-840.50571,0
127,-832.88405,0
128,-850.47366,0
129,-818.46478,0
130,-795.02063,0
131,-771.97887,0
132,-740.14295,0
133,-757.71174,0
134,-795.38905,0
135,-778.44291,0
136,-805.00066,0
137,-814.96824,0
138,-825.92679,0
139,-819.43734,0
140,-842.32057,0
141,-849.77853,0
142,-876.8886,0
143,-888.63657,0
144,-923.48161,0
145,-905.93961,0
146,-921.68977,0
147,-938.54021,0
148,-950.0621,0
149,-974.60556,0
150,-984.63263,0
151,-987.55603,0
152,-985.54031,0
153,-1052.8956,0
154,-1079.995,0
155,-1076.8153,0
156,-1102.4236,0
157,-1098.2928,0
158,-1170.0213,0
159,-1179.562,0
160,-1180.9074,0
161,-1168.563,0
162,-1169.7818,0
163,-1174.6691,0
164,-1199.176,0
165,-1223.7196,0
166,-1232.1891,0
167,-1203.1372,0
168,-1196.0413,0
169,-1178.6514,0
170,-1229.0736,0
171,-1212.0328,0
172,-1241.9242,0
173,-1255.75,0
174,-1297.9395,0
175,-1247.5695,0
176,-1281.0743,0
177,-1274.1593,0
178,-1273.1984,0
179,-1263.988,0
180,-1275.2075,0
181,-1291.368,0
182,-1323.4443,0
183,-1364.5797,0
184,-1406.4795,0
185,-1379.3022,0
186,-1374.3086,0
187,-1384.8692,0
188,-1403.6442,0
189,-1423.2843,0
190,-1453.7205,0
191,-1465.0928,0
192,-1443.636,0
193,-1486.6015,0
194,-1465.3078,0
